date,type,gare,type_mapped
2021-01-05,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-07,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-07,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-07,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-01-08,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-09,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-11,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-11,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-11,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-11,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-01-11,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-01-12,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-12,Divers,Paris Gare du Nord,divers
2021-01-12,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-01-12,Instruments de musique,Paris Gare du Nord,article musique
2021-01-13,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-13,Articles médicaux,Paris Gare du Nord,médical
2021-01-13,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-13,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-14,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-01-14,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-15,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-15,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-15,Divers,Paris Gare du Nord,divers
2021-01-16,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-16,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-18,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-18,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-19,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-19,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-01-19,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-20,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-20,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-20,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-21,Divers,Paris Gare du Nord,divers
2021-01-21,"Vélos, trottinettes, accessoires 2 roues",Paris Gare du Nord,velo/trottinette
2021-01-22,"Clés, porte-clés, badge magnétique",Paris Gare du Nord,clé
2021-01-22,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-22,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-22,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-01-22,"Vélos, trottinettes, accessoires 2 roues",Paris Gare du Nord,velo/trottinette
2021-01-23,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-23,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-23,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-01-25,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-25,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-01-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-26,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-27,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-27,Divers,Paris Gare du Nord,divers
2021-01-27,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-01-27,"Bijoux, montres",Paris Gare du Nord,bijoux/montres
2021-01-27,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-28,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-01-28,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-01-28,Divers,Paris Gare du Nord,divers
2021-01-28,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-01,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-01,"Livres, articles de papéterie",Paris Gare du Nord,livres
2021-02-02,"Livres, articles de papéterie",Paris Gare du Nord,livres
2021-02-02,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-03,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-04,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-04,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-05,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-05,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-06,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-08,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-08,"Livres, articles de papéterie",Paris Gare du Nord,livres
2021-02-09,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-09,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-09,Optique,Paris Gare du Nord,optique
2021-02-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-11,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-11,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-12,"Livres, articles de papéterie",Paris Gare du Nord,livres
2021-02-13,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-14,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-15,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-16,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-17,Optique,Paris Gare du Nord,optique
2021-02-17,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-17,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-02-17,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-18,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-19,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-02-19,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-20,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-20,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-02-22,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-23,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-23,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-23,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-23,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-02-24,"Bijoux, montres",Paris Gare du Nord,bijoux/montres
2021-02-24,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-24,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-02-24,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-24,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-24,"Clés, porte-clés, badge magnétique",Paris Gare du Nord,clé
2021-02-24,"Vélos, trottinettes, accessoires 2 roues",Paris Gare du Nord,velo/trottinette
2021-02-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-25,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-25,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-02-26,"Vélos, trottinettes, accessoires 2 roues",Paris Gare du Nord,velo/trottinette
2021-02-26,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-26,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-27,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-02-27,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-02-28,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-01,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-01,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-01,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-01,"Bijoux, montres",Paris Gare du Nord,bijoux/montres
2021-03-02,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-03,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-04,"Livres, articles de papéterie",Paris Gare du Nord,livres
2021-03-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-05,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-05,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-06,Articles médicaux,Paris Gare du Nord,médical
2021-03-06,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-08,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-08,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-08,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-09,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-09,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-03-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-10,"Vélos, trottinettes, accessoires 2 roues",Paris Gare du Nord,velo/trottinette
2021-03-10,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-11,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-12,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-12,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-13,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-13,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-13,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-15,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-15,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-15,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-16,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-16,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-16,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-17,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-03-17,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-17,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-18,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-03-18,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-18,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-18,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-18,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-03-19,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-19,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-20,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-20,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-22,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-22,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-22,"Articles d enfants, de puériculture",Paris Gare du Nord,articles enfants
2021-03-22,"Livres, articles de papéterie",Paris Gare du Nord,livres
2021-03-23,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-24,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-24,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-25,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-25,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-25,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-26,"Vélos, trottinettes, accessoires 2 roues",Paris Gare du Nord,velo/trottinette
2021-03-26,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-27,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-29,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-29,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-30,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-03-30,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-03-30,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-31,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-03-31,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-03-31,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-03-31,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-04-01,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-04-01,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-04-01,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-02,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-02,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-04-03,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-04-03,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-05,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-05,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-04-05,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-04-05,"Vêtements, chaussures",Paris Gare du Nord,vetements
2021-04-06,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-06,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-04-06,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-04-06,Divers,Paris Gare du Nord,divers
2021-04-07,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-08,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-04-08,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-04-08,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-09,"Porte-monnaie / portefeuille, argent, titres",Paris Gare du Nord,clé
2021-04-10,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-04-10,Pièces d identités et papiers personnels,Paris Gare du Nord,papiers
2021-04-11,"Livres, articles de papéterie",Paris Gare du Nord,livres
2021-04-12,"Bagagerie: sacs, valises, cartables",Paris Gare du Nord,bagages
2021-04-12,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
2021-04-13,"Appareils électroniques, informatiques, appareils photo",Paris Gare du Nord,electronique
