date,type,gare,type_mapped
2021-08-03,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-04,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-04,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-05,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-06,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-06,Pièces d identités et papiers personnels,Paris Est,papiers
2021-08-09,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-10,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-11,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-11,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-12,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-12,Pièces d identités et papiers personnels,Paris Est,papiers
2021-08-12,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-12,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-13,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-16,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-16,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-16,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-17,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-17,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-18,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-18,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-18,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-19,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-19,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-20,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-20,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-23,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-23,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-24,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-25,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-25,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-25,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-26,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-27,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-27,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-27,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-28,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-30,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-30,Pièces d identités et papiers personnels,Paris Est,papiers
2021-08-30,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-30,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-08-31,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-08-31,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-08-31,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-01,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-01,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-02,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-03,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-03,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-03,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-06,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-06,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-07,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-07,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-07,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-08,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-09,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-09,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-10,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-10,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-13,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-13,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-14,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-15,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-16,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-16,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-17,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-17,Pièces d identités et papiers personnels,Paris Est,papiers
2021-09-17,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-18,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-18,Divers,Paris Est,divers
2021-09-20,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-21,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-21,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-21,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-22,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-23,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-23,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-27,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-27,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-27,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-28,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-09-28,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-29,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-09-30,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-09-30,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-01,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-01,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-04,Divers,Paris Est,divers
2021-10-04,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-04,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-05,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-05,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-06,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-06,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-07,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-08,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-08,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-11,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-11,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-12,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-12,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-12,"Vêtements, chaussures",Paris Est,vetements
2021-10-12,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-13,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-13,Pièces d identités et papiers personnels,Paris Est,papiers
2021-10-13,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-14,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-14,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-14,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-15,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-15,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-18,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-18,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-19,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-19,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-20,"Vêtements, chaussures",Paris Est,vetements
2021-10-20,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-20,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-20,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-21,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-22,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-22,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-25,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-25,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-26,"Vêtements, chaussures",Paris Est,vetements
2021-10-26,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-10-26,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-26,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-27,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-28,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-28,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-10-29,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-10-30,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-02,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-02,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-03,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-03,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-03,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-04,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-04,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-04,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-05,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-05,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-05,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-08,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-08,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-08,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-09,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-09,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-10,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-10,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-12,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-12,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-13,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-15,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-15,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-16,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-16,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-17,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-17,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-18,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-18,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-19,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-19,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-19,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-22,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-22,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-23,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-23,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-23,"Vêtements, chaussures",Paris Est,vetements
2021-11-24,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-24,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-25,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-25,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-25,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-26,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-26,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-11-29,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-11-29,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-11-30,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-01,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-02,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-03,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-03,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-04,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-06,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-06,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-06,Pièces d identités et papiers personnels,Paris Est,papiers
2021-12-06,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-07,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-07,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-09,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-09,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-10,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-10,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-11,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-13,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-13,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-13,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-14,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-14,"Bijoux, montres",Paris Est,bijoux/montres
2021-12-15,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-15,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-15,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-15,Pièces d identités et papiers personnels,Paris Est,papiers
2021-12-16,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-17,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-17,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-20,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-20,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-20,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-20,"Livres, articles de papéterie",Paris Est,livres
2021-12-21,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-21,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-22,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-22,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-22,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-23,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-23,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-23,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-23,"Clés, porte-clés, badge magnétique",Paris Est,clé
2021-12-24,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-24,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-27,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-27,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-28,"Appareils électroniques, informatiques, appareils photo",Paris Est,electronique
2021-12-28,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-28,"Porte-monnaie / portefeuille, argent, titres",Paris Est,clé
2021-12-28,"Livres, articles de papéterie",Paris Est,livres
2021-12-29,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-29,Pièces d identités et papiers personnels,Paris Est,papiers
2021-12-30,Pièces d identités et papiers personnels,Paris Est,papiers
2021-12-30,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-12-31,"Bagagerie: sacs, valises, cartables",Paris Est,bagages
2021-01-03,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-03,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-04,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-04,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-05,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-05,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-07,Parapluies,Paris Saint-Lazare,parapluies
2021-01-07,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-07,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-08,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-08,Divers,Paris Saint-Lazare,divers
2021-01-09,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-10,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-11,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-11,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-01-11,Optique,Paris Saint-Lazare,optique
2021-01-11,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-12,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-12,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-01-12,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-12,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-13,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-13,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-13,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-01-13,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-13,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-01-14,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-14,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-15,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-01-15,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-15,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-15,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-01-15,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-15,Optique,Paris Saint-Lazare,optique
2021-01-18,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-18,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-01-18,Divers,Paris Saint-Lazare,divers
2021-01-18,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-18,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-19,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-19,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-19,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-01-19,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-01-19,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-01-19,"Bijoux, montres",Paris Saint-Lazare,bijoux/montres
2021-01-19,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-20,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-21,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-21,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-22,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-22,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-22,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-23,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-23,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-24,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-24,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-24,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-01-25,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-01-25,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-25,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-25,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-01-25,Parapluies,Paris Saint-Lazare,parapluies
2021-01-25,Optique,Paris Saint-Lazare,optique
2021-01-25,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-26,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-26,Divers,Paris Saint-Lazare,divers
2021-01-26,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-26,Optique,Paris Saint-Lazare,optique
2021-01-26,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-26,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-27,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-27,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-27,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-27,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-27,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-27,Articles médicaux,Paris Saint-Lazare,médical
2021-01-28,Parapluies,Paris Saint-Lazare,parapluies
2021-01-28,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-28,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-01-28,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-29,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-29,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-29,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-01-29,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-30,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-01-30,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-30,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-01-31,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-01-31,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-01-31,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-01,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-01,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-02-01,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-02-01,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-01,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-02-02,Articles médicaux,Paris Saint-Lazare,médical
2021-02-02,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-02,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-02-02,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-03,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-03,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-02-03,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-02-03,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-04,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-04,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-02-04,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-02-04,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-02-04,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-05,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-05,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-06,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-07,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-07,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-02-07,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-02-07,Optique,Paris Saint-Lazare,optique
2021-02-08,Pièces d identités et papiers personnels,Paris Saint-Lazare,papiers
2021-02-08,Optique,Paris Saint-Lazare,optique
2021-02-08,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-02-08,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-02-08,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-08,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-08,"Vélos, trottinettes, accessoires 2 roues",Paris Saint-Lazare,velo/trottinette
2021-02-09,Optique,Paris Saint-Lazare,optique
2021-02-09,"Porte-monnaie / portefeuille, argent, titres",Paris Saint-Lazare,clé
2021-02-09,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-09,"Vêtements, chaussures",Paris Saint-Lazare,vetements
2021-02-09,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-09,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-02-10,Optique,Paris Saint-Lazare,optique
2021-02-10,"Livres, articles de papéterie",Paris Saint-Lazare,livres
2021-02-10,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
2021-02-10,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-10,"Clés, porte-clés, badge magnétique",Paris Saint-Lazare,clé
2021-02-11,"Bagagerie: sacs, valises, cartables",Paris Saint-Lazare,bagages
2021-02-11,"Appareils électroniques, informatiques, appareils photo",Paris Saint-Lazare,electronique
